ibias,mul_cap,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg1,nf_Mp_stg2,nf_Rz,nf_Mp3,nf_Mp4,CMRR_DC,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Slew Rate Value,PSRR_DC
8E-06,10,8,13,88,115,83,216,106,32,16,59.63,9.231E-09,1.144E-08,2.665E-05,52.56,188000000,3172000,189200000,0.0002847,47.89,171900000,-49.38
2E-05,6,2,26,44,230,42,432,146,8,4,55.26,4.033E-09,6.92E-09,2.945E-05,52.53,671500000,17540000,678300000,0.003762,45.46,968200000,-45.33
1.7E-05,12,4,52,44,115,83,432,237,32,16,63.77,4.932E-09,6.067E-09,1.838E-05,52.49,338900000,5546000,341500000,0.0009306,49.24,272200000,-50.23
2E-05,6,4,13,88,230,42,216,73,8,4,51.47,5.376E-09,9.945E-09,3.973E-05,52.47,629800000,17850000,630000000,0.002125,43.57,1189000000,-43.61
1.1E-05,12,2,52,44,115,83,432,237,16,8,63.66,4.261E-09,5.571E-09,1.866E-05,52.46,374600000,7136000,377700000,0.001235,48.81,360800000,-49.65
2E-05,6,8,26,88,460,42,432,146,16,8,61.64,5.227E-09,7.413E-09,2.73E-05,52.45,418700000,9732000,422400000,0.001868,47.29,514600000,-48.06
1.1E-05,6,8,26,88,460,83,864,291,32,16,61.17,6.967E-09,8.458E-09,2.182E-05,52.38,228100000,4689000,230700000,0.001057,48.59,243400000,-49.95
1.4E-05,12,4,13,88,115,166,432,237,32,16,56.1,6.112E-09,9.732E-09,2.726E-05,52.38,310300000,6712000,311100000,0.0009562,45.59,440100000,-46.61
1.4E-05,14,2,52,88,230,83,432,260,8,4,61.34,2.845E-09,4.783E-09,2.006E-05,52.36,754200000,13910000,758300000,0.003086,46.57,746100000,-46.94
1.1E-05,6,4,26,88,460,42,432,146,8,4,61.61,4.958E-09,7.266E-09,2.76E-05,52.35,511100000,10810000,512900000,0.002112,46.98,583200000,-47.66
1.7E-05,8,4,13,88,230,166,864,361,32,16,54.15,5.823E-09,9.717E-09,2.83E-05,52.34,335500000,8599000,338500000,0.001826,45.11,600300000,-46
1.1E-05,6,2,13,88,230,42,216,73,4,2,47.67,5.248E-09,1.003E-08,4.086E-05,52.32,685400000,19740000,692300000,0.002424,42.98,1684000000,-42.75
1.7E-05,12,2,52,44,115,42,216,119,8,4,64.47,3.433E-09,5.203E-09,2.285E-05,52.28,735900000,11680000,740100000,0.001863,47.2,542200000,-47.32
1.1E-05,14,2,13,88,115,331,864,520,32,16,48.37,5.552E-09,9.75E-09,2.625E-05,52.27,290100000,7365000,292800000,0.001517,44.29,572500000,-45.09
1.1E-05,8,2,13,88,230,166,864,361,16,8,48.23,5.461E-09,9.799E-09,3.015E-05,52.25,359100000,10560000,363500000,0.002426,44.27,784900000,-44.87
1.7E-05,14,8,52,88,230,166,864,511,62,31,62.47,5.108E-09,6.101E-09,1.514E-05,52.25,231400000,4258000,233700000,0.0009278,49.13,217800000,-50.44
5E-06,6,4,26,88,460,83,864,291,16,8,61.18,7.123E-09,8.575E-09,2.175E-05,52.22,223300000,4476000,225900000,0.001003,48.65,236300000,-50.03
2E-05,10,2,26,44,115,83,432,211,16,8,54.88,4.115E-09,6.793E-09,2.499E-05,52.21,582800000,11740000,587400000,0.002163,46.37,702300000,-46.76
5E-06,6,2,26,88,460,42,432,146,4,2,61.62,5.026E-09,7.301E-09,2.752E-05,52.2,455000000,10490000,460300000,0.002037,47.06,567100000,-47.76
8E-06,6,8,13,88,230,42,216,73,16,8,59.98,8.894E-09,1.131E-08,3.175E-05,52.2,239800000,4943000,241400000,0.0004494,47.81,271200000,-49.11
2E-05,8,2,52,44,230,42,432,181,8,4,63.43,3.217E-09,5.092E-09,2.305E-05,52.19,703000000,16360000,711500000,0.003773,46.72,797500000,-46.66
2E-05,10,8,13,88,115,83,216,106,32,16,58.2,6.629E-09,9.924E-09,2.986E-05,52.18,338600000,6476000,341100000,0.0006811,46.34,391300000,-47.4
1.1E-05,6,2,26,44,230,42,432,146,8,4,61.87,4.916E-09,7.245E-09,2.766E-05,52.17,536600000,10950000,541300000,0.002141,47.19,584500000,-47.66
1.1E-05,6,2,26,88,460,42,432,146,4,2,58.89,3.882E-09,6.899E-09,2.995E-05,52.13,708500000,19560000,717100000,0.004266,44.74,1107000000,-44.71
1.4E-05,8,4,26,88,230,42,216,91,8,4,61.38,4.539E-09,7.071E-09,2.823E-05,52.13,560800000,12350000,566700000,0.001527,46.37,656300000,-46.87
8E-06,8,2,52,88,460,21,216,91,2,1,75.14,3.398E-09,5.386E-09,2.702E-05,52.12,895600000,17800000,902300000,0.00317,45.29,719700000,-44.83
1.4E-05,10,2,26,88,230,83,432,211,8,4,53.68,3.715E-09,6.766E-09,2.647E-05,52.11,714700000,15660000,720900000,0.003068,45.04,989800000,-45.31
1.4E-05,8,2,52,44,230,42,432,181,8,4,64.94,3.728E-09,5.372E-09,2.264E-05,52.1,645700000,12140000,648100000,0.002692,47.69,586900000,-47.98
1.7E-05,8,2,13,44,115,166,864,361,32,16,49.25,5.817E-09,9.726E-09,2.836E-05,52.1,342700000,8563000,346200000,0.001842,45.3,606200000,-45.89
1.4E-05,6,4,26,88,460,42,432,146,8,4,61.42,4.54E-09,7.071E-09,2.823E-05,52.09,592600000,13080000,597300000,0.002655,46.37,717100000,-46.86
1.7E-05,6,4,13,88,230,42,216,73,8,4,54.59,5.549E-09,9.886E-09,3.854E-05,52.08,582500000,15720000,588200000,0.001824,44.18,972800000,-44.44
2E-05,6,4,26,88,460,42,432,146,8,4,60.22,4.046E-09,6.919E-09,2.939E-05,52.08,649900000,17450000,653800000,0.003723,45.27,977800000,-45.41
1.7E-05,6,4,26,88,460,42,432,146,8,4,61,4.253E-09,6.969E-09,2.882E-05,52,664400000,15270000,669500000,0.003191,45.8,846900000,-46.11
1.7E-05,14,2,52,88,230,83,432,260,8,4,59.2,2.666E-09,4.737E-09,2.048E-05,51.99,845800000,16200000,851400000,0.003704,46,879300000,-46.17
1.1E-05,8,4,26,44,115,42,216,91,16,8,62.65,6.677E-09,8.382E-09,2.629E-05,51.97,343700000,5586000,346400000,0.0006135,48.6,274900000,-49.56
1.1E-05,6,2,26,22,115,83,864,291,32,16,62.92,6.868E-09,8.384E-09,2.188E-05,51.95,244500000,4727000,245600000,0.001075,49.02,243800000,-49.99
1.4E-05,6,2,26,44,230,42,432,146,8,4,60.53,4.509E-09,7.059E-09,2.829E-05,51.94,620800000,13230000,622300000,0.002687,46.57,719200000,-46.84
1.7E-05,6,2,13,44,115,42,216,73,8,4,48.65,5.547E-09,9.899E-09,3.863E-05,51.91,599100000,15660000,603300000,0.00184,44.39,982900000,-44.29
1.7E-05,8,8,52,88,460,83,864,361,32,16,62.8,4.967E-09,6.088E-09,1.838E-05,51.89,317300000,6117000,317600000,0.001603,49,303800000,-50.18
2E-05,8,4,26,88,230,42,216,91,8,4,60.17,4.045E-09,6.92E-09,2.939E-05,51.88,687700000,16560000,694700000,0.002141,45.28,853400000,-45.42
1.7E-05,6,2,26,44,230,42,432,146,8,4,58.3,4.232E-09,6.965E-09,2.889E-05,51.87,693900000,15390000,700800000,0.003227,46,844000000,-46.08
1.4E-05,12,2,52,44,115,83,432,237,16,8,63.26,3.818E-09,5.276E-09,1.892E-05,51.84,437700000,8667000,442600000,0.001551,48.42,451900000,-49.13
1.7E-05,8,4,52,44,230,83,864,361,32,16,63.83,4.938E-09,6.066E-09,1.838E-05,51.84,328100000,6123000,330200000,0.001609,49.24,302000000,-50.22
8E-06,6,2,26,88,460,21,216,73,2,1,66.36,4.167E-09,7.14E-09,3.39E-05,51.82,867400000,19530000,874400000,0.003163,44.22,908200000,-43.81
1.4E-05,6,2,26,88,460,83,864,291,8,4,53.7,3.716E-09,6.766E-09,2.647E-05,51.81,673000000,17200000,679400000,0.005351,45.04,1073000000,-45.3
2E-05,12,4,52,44,115,83,432,237,32,16,63.75,4.564E-09,5.79E-09,1.853E-05,51.8,380000000,6295000,382100000,0.001086,49.03,316800000,-49.94
1.1E-05,10,2,52,44,115,42,216,106,8,4,65.03,4.147E-09,5.641E-09,2.242E-05,51.76,518300000,9438000,521000000,0.001235,48.23,441300000,-48.72
1.7E-05,8,4,52,88,460,42,432,181,8,4,65.21,3.46E-09,5.216E-09,2.282E-05,51.76,698300000,14190000,705200000,0.003198,46.99,690500000,-47.31
2E-05,14,8,52,88,230,166,864,511,62,31,62.49,4.719E-09,5.801E-09,1.53E-05,51.76,260200000,4839000,261800000,0.001083,48.97,250700000,-50.21
5E-06,10,2,26,88,230,83,432,211,8,4,60.74,5.174E-09,7.24E-09,2.313E-05,51.7,394500000,7171000,395000000,0.001169,47.57,405900000,-48.6
1.7E-05,6,4,26,22,115,83,864,287,62,31,63.2,7.887E-09,9.187E-09,2.142E-05,51.7,180800000,3710000,183000000,0.0008113,49.36,180900000,-50.45
1.4E-05,8,4,13,88,230,166,864,361,32,16,56.13,6.117E-09,9.731E-09,2.726E-05,51.69,302100000,7500000,304200000,0.00152,45.59,504300000,-46.59
1.7E-05,6,8,26,88,460,83,864,291,32,16,60.99,5.766E-09,7.602E-09,2.257E-05,51.67,306900000,6568000,308400000,0.0016,48.01,357000000,-49.16
1.7E-05,6,4,26,44,230,83,864,291,32,16,61.77,5.735E-09,7.582E-09,2.26E-05,51.66,317300000,6592000,317600000,0.001606,48.23,355500000,-49.2
8E-06,12,2,52,88,230,42,216,119,4,2,65.14,3.468E-09,5.222E-09,2.282E-05,51.65,723500000,11560000,728000000,0.001822,47.01,538100000,-47.34
1.1E-05,12,4,13,88,115,166,432,237,32,16,57.5,6.548E-09,9.833E-09,2.611E-05,51.64,270800000,5636000,273000000,0.0007614,46.13,358900000,-47.26
5E-06,8,4,26,88,230,42,216,91,8,4,61.6,6.863E-09,8.52E-09,2.62E-05,51.62,329400000,5349000,331000000,0.0005763,48.43,267000000,-49.62
1.7E-05,8,2,26,44,115,42,216,91,8,4,58.24,4.231E-09,6.966E-09,2.889E-05,51.61,650900000,14570000,654300000,0.001856,46,759100000,-46.1
1.4E-05,6,2,26,22,115,83,864,291,32,16,62.39,6.184E-09,7.887E-09,2.227E-05,51.55,287600000,5705000,290800000,0.00135,48.72,301700000,-49.57
1.7E-05,6,2,26,88,460,83,864,291,8,4,49.06,3.566E-09,6.807E-09,2.736E-05,51.53,670500000,19630000,677500000,0.006417,44.38,1254000000,-44.35
2E-05,6,4,26,44,230,83,864,291,32,16,61.45,5.363E-09,7.349E-09,2.293E-05,51.51,352900000,7479000,357000000,0.001874,47.97,409800000,-48.85
1.1E-05,8,2,52,88,460,42,432,181,4,2,66.2,3.058E-09,5.018E-09,2.324E-05,51.48,747600000,18480000,754300000,0.004277,46.06,901800000,-46.05
8E-06,6,2,13,88,230,42,216,73,4,2,54.68,5.555E-09,9.885E-09,3.85E-05,51.47,593000000,15630000,597700000,0.001805,44.2,1147000000,-44.46
1.4E-05,6,2,13,44,115,42,216,73,8,4,53.27,5.777E-09,9.864E-09,3.738E-05,51.47,545900000,13650000,551500000,0.001536,45.05,817500000,-45.24
2E-05,8,2,26,44,115,42,216,91,8,4,55.21,4.032E-09,6.921E-09,2.945E-05,51.46,713000000,16570000,720200000,0.002162,45.47,863100000,-45.35
1.4E-05,10,4,52,88,230,42,216,106,8,4,64.63,3.759E-09,5.391E-09,2.262E-05,51.45,580700000,11530000,586000000,0.001532,47.48,550100000,-47.98
1.4E-05,6,2,26,88,460,42,432,146,4,2,54.63,3.66E-09,6.91E-09,3.097E-05,51.44,907700000,23640000,916400000,0.005349,43.77,1355000000,-43.36
1.7E-05,12,4,26,88,115,83,216,119,16,8,59.58,4.35E-09,6.857E-09,2.44E-05,51.43,477300000,9759000,480200000,0.001158,46.59,539900000,-47.35
2E-05,6,2,26,44,230,83,864,291,16,8,54.91,4.117E-09,6.793E-09,2.499E-05,51.42,558900000,12970000,565200000,0.003763,46.37,781500000,-46.74
2E-05,8,8,13,88,230,166,864,355,62,31,58.04,6.838E-09,9.934E-09,2.552E-05,51.41,237200000,5742000,239200000,0.001076,46.4,360000000,-47.58
1.7E-05,8,2,52,44,230,42,432,181,8,4,64.58,3.434E-09,5.203E-09,2.285E-05,51.4,731900000,14310000,738100000,0.003235,47.19,692200000,-47.3
2E-05,14,4,52,44,115,166,864,511,62,31,63.34,4.692E-09,5.782E-09,1.531E-05,51.39,267100000,4817000,269400000,0.001087,49.18,249900000,-50.24
8E-06,6,4,26,88,460,83,864,291,16,8,61.01,5.811E-09,7.63E-09,2.254E-05,51.38,306900000,6414000,308400000,0.001563,48.03,353600000,-49.2
1.7E-05,14,4,13,88,115,331,864,511,62,31,54.02,5.942E-09,9.694E-09,2.463E-05,51.38,215600000,5989000,218100000,0.001148,45.07,427800000,-46.1
1.7E-05,12,2,26,88,115,83,216,119,8,4,49.02,3.566E-09,6.809E-09,2.737E-05,51.37,728300000,17260000,734700000,0.002302,44.39,605400000,-44.38
2E-05,6,4,26,88,460,83,864,291,16,8,58.76,4.131E-09,6.793E-09,2.494E-05,51.37,541300000,12880000,547000000,0.003724,46.18,774900000,-46.81
8E-06,8,2,52,44,230,83,864,361,16,8,63.83,4.956E-09,6.077E-09,1.838E-05,51.35,332400000,6075000,335100000,0.001589,49.24,300700000,-50.23
5E-06,6,2,26,44,230,83,864,291,16,8,62.16,7.037E-09,8.509E-09,2.179E-05,51.33,217600000,4562000,220200000,0.001021,48.86,237000000,-50.03
8E-06,8,2,13,88,230,166,864,361,16,8,54.22,5.834E-09,9.717E-09,2.827E-05,51.32,308300000,8556000,309600000,0.001806,45.13,603700000,-46.02
1.7E-05,6,2,26,22,115,83,864,291,32,16,61.57,5.698E-09,7.559E-09,2.263E-05,51.32,326800000,6612000,328800000,0.001622,48.43,358300000,-49.19
1.1E-05,6,4,13,88,230,42,216,73,8,4,58.34,6.174E-09,9.899E-09,3.584E-05,51.31,464100000,11310000,468400000,0.001209,45.58,667000000,-46.24
8E-06,6,2,26,88,460,42,432,146,4,2,61.01,4.261E-09,6.972E-09,2.88E-05,51.29,673000000,15220000,678800000,0.003164,45.82,844800000,-46.14
8E-06,6,2,26,44,230,83,864,291,16,8,61.78,5.751E-09,7.591E-09,2.259E-05,51.24,320900000,6524000,321800000,0.001587,48.24,354400000,-49.21
1.1E-05,6,4,26,44,230,83,864,291,32,16,62.15,6.926E-09,8.426E-09,2.185E-05,51.24,220600000,4710000,223300000,0.001062,48.82,242800000,-49.98
2E-05,8,4,52,88,460,42,432,181,8,4,65.73,3.237E-09,5.101E-09,2.303E-05,51.24,773900000,16200000,776800000,0.003732,46.53,793200000,-46.68
8E-06,14,2,52,44,115,166,864,520,32,16,63.41,5.1E-09,6.09E-09,1.514E-05,51.21,218600000,4221000,221200000,0.0009153,49.36,216900000,-50.49
1.4E-05,14,4,13,88,115,331,864,511,62,31,55.91,6.253E-09,9.727E-09,2.37E-05,51.21,215200000,5215000,217300000,0.0009565,45.51,360400000,-46.63
2E-05,6,2,26,22,115,83,864,291,32,16,60.4,5.334E-09,7.333E-09,2.296E-05,51.21,362700000,7492000,366600000,0.001892,48.16,408000000,-48.83
1.7E-05,6,2,26,44,230,83,864,291,16,8,57.61,4.33E-09,6.85E-09,2.445E-05,51.19,510300000,11550000,512200000,0.003228,46.78,673600000,-47.3
1.7E-05,6,4,26,88,460,83,864,291,16,8,59.66,4.354E-09,6.857E-09,2.439E-05,51.18,492600000,11450000,494100000,0.003192,46.59,671500000,-47.33
2E-05,8,4,13,44,115,166,864,355,62,31,57.84,6.809E-09,9.924E-09,2.558E-05,51.18,243000000,5728000,244300000,0.001079,46.6,360200000,-47.6
1.4E-05,14,8,26,88,115,166,432,256,62,31,60.81,6.453E-09,7.991E-09,1.854E-05,51.14,186400000,3797000,188100000,0.000488,48.32,203400000,-49.69
1.7E-05,14,4,52,44,115,166,864,511,62,31,63.41,5.079E-09,6.079E-09,1.515E-05,51.14,214100000,4241000,216500000,0.000931,49.35,214500000,-50.48
1.1E-05,10,2,13,88,115,83,216,106,8,4,47.88,5.353E-09,9.89E-09,3.507E-05,51.13,583200000,12330000,586800000,0.001516,43.91,457700000,-44.24
1.1E-05,8,2,26,88,230,42,216,91,4,2,58.85,3.881E-09,6.9E-09,2.995E-05,51.11,761200000,18670000,765600000,0.002447,44.75,714700000,-44.72
2E-05,12,2,52,44,115,42,216,119,8,4,63.33,3.217E-09,5.092E-09,2.306E-05,51.1,818900000,13420000,821800000,0.002173,46.73,621200000,-46.68
1.4E-05,8,4,26,44,115,42,216,91,16,8,62.59,6.018E-09,7.914E-09,2.665E-05,51.08,404700000,6799000,405700000,0.0007713,48.22,341000000,-49.04
1.4E-05,6,8,13,44,115,42,216,73,32,16,61.06,9.483E-09,1.174E-08,3.134E-05,51.07,236900000,4312000,238500000,0.0003909,48.29,222800000,-49.49
1.1E-05,8,4,13,88,230,166,864,361,32,16,57.53,6.556E-09,9.832E-09,2.611E-05,51.06,263400000,6286000,265500000,0.00121,46.12,409300000,-47.25
1.4E-05,6,4,26,88,460,83,864,291,16,8,60.3,4.661E-09,6.977E-09,2.382E-05,51.06,438400000,9842000,443400000,0.002655,47.03,564900000,-47.89
8E-06,8,8,13,88,230,166,864,355,62,31,59.48,9.582E-09,1.159E-08,2.251E-05,51.05,130900000,2886000,131900000,0.0004498,47.78,161600000,-49.32
1.4E-05,8,8,13,88,230,166,864,355,62,31,58.86,7.731E-09,1.037E-08,2.418E-05,51,189900000,4410000,191300000,0.0007659,47.02,264500000,-48.36
2E-05,8,2,52,22,115,83,864,361,32,16,63.81,4.538E-09,5.768E-09,1.854E-05,51,378300000,7006000,381100000,0.001896,49.22,349700000,-49.92
1.7E-05,14,2,26,88,115,166,432,260,16,8,49.38,3.608E-09,6.69E-09,2.334E-05,50.96,529000000,13430000,533400000,0.002304,45.08,951100000,-45.45
1.7E-05,8,8,13,44,115,166,864,352,122,61,60.32,9.437E-09,1.15E-08,2.26E-05,50.94,133500000,2924000,134700000,0.0004711,47.96,156800000,-49.31
1.1E-05,8,8,13,88,230,166,864,355,62,31,59.19,8.457E-09,1.081E-08,2.34E-05,50.93,162300000,3676000,163100000,0.0006088,47.38,215400000,-48.8
1.4E-05,10,2,52,44,115,42,216,106,8,4,64.86,3.727E-09,5.372E-09,2.264E-05,50.92,604500000,11590000,607900000,0.001551,47.7,548000000,-48
5E-06,14,4,26,88,115,166,432,260,32,16,60.92,7.342E-09,8.664E-09,1.805E-05,50.91,160500000,3016000,160900000,0.0003635,48.62,160500000,-50.1
8E-06,8,2,52,88,460,42,432,181,4,2,65.2,3.469E-09,5.221E-09,2.282E-05,50.91,709000000,14140000,715700000,0.003171,47.01,687000000,-47.33
8E-06,12,2,52,44,115,83,432,237,16,8,63.77,4.949E-09,6.077E-09,1.838E-05,50.9,350100000,5513000,353100000,0.0009151,49.25,270500000,-50.24
2E-05,8,8,13,44,115,166,864,352,122,61,60.14,8.849E-09,1.108E-08,2.304E-05,50.89,149100000,3307000,150400000,0.0005502,47.77,182300000,-49.06
1.4E-05,8,2,13,44,115,166,864,361,32,16,53.34,6.092E-09,9.732E-09,2.736E-05,50.86,282500000,7525000,286100000,0.001537,45.77,514200000,-46.54
1.4E-05,6,4,26,44,230,83,864,291,32,16,61.98,6.231E-09,7.918E-09,2.224E-05,50.83,259100000,5689000,260800000,0.001336,48.51,300500000,-49.57
1.7E-05,14,8,26,88,115,166,432,256,62,31,60.69,5.933E-09,7.623E-09,1.89E-05,50.83,212200000,4433000,214200000,0.0005874,48.08,243300000,-49.38
1.4E-05,8,4,13,44,115,166,864,355,62,31,59.42,7.688E-09,1.035E-08,2.423E-05,50.72,195100000,4404000,195900000,0.0007693,47.23,261600000,-48.38
5E-06,6,2,26,88,460,83,864,291,8,4,60.77,5.179E-09,7.24E-09,2.313E-05,50.71,373700000,7951000,376900000,0.002037,47.57,452600000,-48.59
5E-06,12,4,13,88,115,166,432,237,32,16,59.21,8.602E-09,1.092E-08,2.326E-05,50.71,166200000,3105000,167300000,0.0003615,47.45,181700000,-48.9
8E-06,8,4,13,44,115,166,864,355,62,31,60.34,9.518E-09,1.154E-08,2.255E-05,50.71,135100000,2886000,136500000,0.0004526,47.98,158200000,-49.34
1.1E-05,12,4,52,88,230,83,432,237,16,8,62.88,4.304E-09,5.601E-09,1.864E-05,50.71,416400000,7093000,418900000,0.001219,48.6,356800000,-49.63
1.1E-05,8,2,13,44,115,166,864,361,32,16,56.63,6.512E-09,9.821E-09,2.621E-05,50.7,272200000,6327000,275100000,0.001226,46.31,413600000,-47.23
1.1E-05,8,4,52,88,460,83,864,361,16,8,62.92,4.309E-09,5.601E-09,1.864E-05,50.67,396000000,7717000,396400000,0.002117,48.6,396200000,-49.62
1.4E-05,6,8,26,88,460,83,864,291,32,16,61.09,6.267E-09,7.942E-09,2.222E-05,50.67,251600000,5667000,251700000,0.00133,48.29,303100000,-49.54
8E-06,14,2,13,88,115,331,864,520,32,16,54.09,5.952E-09,9.694E-09,2.46E-05,50.66,248200000,5958000,248600000,0.001132,45.08,437900000,-46.11
1.7E-05,8,2,52,22,115,83,864,361,32,16,64.31,4.903E-09,6.04E-09,1.84E-05,50.64,307600000,6137000,309100000,0.001625,49.44,301100000,-50.22
1.7E-05,10,4,52,44,115,42,216,106,16,8,64.78,4.788E-09,6.096E-09,2.221E-05,50.62,468300000,7280000,471200000,0.0009302,48.8,332700000,-49.51
1.7E-05,6,8,13,44,115,42,216,73,32,16,60.95,8.771E-09,1.123E-08,3.185E-05,50.61,270100000,5009000,272400000,0.0004705,48.01,268000000,-49.11
2E-05,10,8,52,88,230,42,216,106,16,8,63.87,4.459E-09,5.857E-09,2.23E-05,50.58,506700000,8389000,507500000,0.001082,48.27,390300000,-49.06
1.1E-05,6,2,26,88,460,83,864,291,8,4,57.45,3.956E-09,6.764E-09,2.548E-05,50.56,541100000,14460000,547400000,0.004267,45.78,880500000,-46.28
5E-06,6,2,13,44,115,42,216,73,8,4,60.65,7.926E-09,1.068E-08,3.264E-05,50.55,307300000,6167000,308600000,0.0005849,47.57,341400000,-48.53
1.1E-05,12,8,26,88,115,83,216,119,32,16,61.25,6.951E-09,8.459E-09,2.183E-05,50.53,247200000,3847000,247700000,0.0003876,48.59,194500000,-49.97
5E-06,6,2,13,88,230,42,216,73,4,2,58.47,6.235E-09,9.912E-09,3.566E-05,50.52,466200000,10970000,470200000,0.001164,45.68,660300000,-46.37
1.1E-05,8,2,52,44,230,83,864,361,16,8,63.72,4.266E-09,5.571E-09,1.866E-05,50.46,413100000,7802000,415700000,0.002145,48.81,399600000,-49.64
1.7E-05,8,4,26,44,115,42,216,91,16,8,62.45,5.55E-09,7.608E-09,2.7E-05,50.46,460300000,7929000,463800000,0.0009277,47.86,406200000,-48.56
1.1E-05,12,2,26,88,115,83,216,119,8,4,57.38,3.953E-09,6.765E-09,2.549E-05,50.45,586300000,12390000,591000000,0.001538,45.78,471500000,-46.31
1.1E-05,14,4,13,88,115,331,864,511,62,31,57.26,6.715E-09,9.853E-09,2.267E-05,50.43,187200000,4398000,188700000,0.0007617,46,290100000,-47.23
2E-05,10,8,26,44,115,166,864,411,122,61,61.92,7.586E-09,8.861E-09,1.793E-05,50.41,157500000,3129000,157700000,0.0005519,48.92,159200000,-50.23
5E-06,8,2,13,88,230,166,864,361,16,8,57.67,6.629E-09,9.855E-09,2.595E-05,50.4,263100000,6126000,265100000,0.001164,46.2,402200000,-47.34
1.1E-05,14,4,52,88,230,166,864,520,32,16,62.49,4.424E-09,5.579E-09,1.545E-05,50.36,295700000,5392000,298100000,0.001219,48.81,289100000,-50
5E-06,8,4,13,88,230,166,864,361,32,16,59.25,8.622E-09,1.092E-08,2.325E-05,50.35,161300000,3533000,161900000,0.0005746,47.45,209000000,-48.89
1.1E-05,6,2,26,44,230,83,864,291,16,8,60.99,5.061E-09,7.176E-09,2.326E-05,50.34,360700000,8327000,365100000,0.002141,47.71,461200000,-48.51
1.4E-05,14,2,26,88,115,83,216,130,8,4,53.64,3.715E-09,6.767E-09,2.648E-05,50.34,730200000,13040000,734400000,0.001926,45.05,495900000,-45.33
1.4E-05,6,2,26,44,230,83,864,291,16,8,59.64,4.625E-09,6.962E-09,2.387E-05,50.32,417100000,9954000,420800000,0.002688,47.23,574100000,-47.9
2E-05,8,4,52,44,230,83,864,361,32,16,63.81,4.569E-09,5.79E-09,1.852E-05,50.32,335100000,6999000,338500000,0.001878,49.02,348200000,-49.92
2E-05,6,8,13,44,115,42,216,73,32,16,60.78,8.231E-09,1.087E-08,3.232E-05,50.29,300900000,5736000,302700000,0.0005494,47.75,310800000,-48.77
5E-06,8,2,52,88,460,83,864,361,8,4,62.9,4.383E-09,5.652E-09,1.861E-05,50.27,392500000,7518000,393400000,0.002041,48.65,385200000,-49.69
2E-05,6,8,26,88,460,83,864,291,32,16,60.87,5.39E-09,7.365E-09,2.29E-05,50.27,317700000,7462000,318000000,0.001868,47.74,411700000,-48.82
2E-05,12,2,52,88,230,83,432,237,8,4,56.13,2.54E-09,4.722E-09,2.087E-05,50.26,832500000,20900000,839100000,0.004315,45.46,1182000000,-45.43
2E-05,14,8,52,88,115,83,216,130,32,16,62.78,4.587E-09,5.808E-09,1.852E-05,50.26,344700000,5996000,347900000,0.0006888,48.8,295000000,-49.91
1.1E-05,14,8,26,88,115,166,432,256,62,31,60.91,7.178E-09,8.54E-09,1.813E-05,50.21,175900000,3126000,177600000,0.0003878,48.57,164200000,-50.04
8E-06,6,2,26,88,460,83,864,291,8,4,59.69,4.364E-09,6.859E-09,2.437E-05,50.18,453800000,11420000,459400000,0.003164,46.6,671000000,-47.35
5E-06,14,2,13,88,115,331,864,520,32,16,57.4,6.797E-09,9.88E-09,2.254E-05,50.15,171200000,4286000,173100000,0.0007301,46.06,289000000,-47.31
2E-05,14,4,26,88,115,166,432,260,32,16,58.36,4.212E-09,6.714E-09,2.115E-05,50.15,382000000,8829000,384400000,0.001352,46.56,552700000,-47.43
1.4E-05,14,8,13,88,115,331,864,507,122,61,58.57,7.94E-09,1.045E-08,2.092E-05,50.14,133200000,3045000,134400000,0.0004855,46.83,182000000,-48.25
5E-06,10,4,13,88,115,83,216,106,16,8,59.39,8.311E-09,1.081E-08,2.743E-05,50.13,234700000,3919000,236200000,0.0003613,47.52,221000000,-48.89
1.1E-05,6,4,26,88,460,83,864,291,16,8,60.72,5.106E-09,7.2E-09,2.321E-05,50.13,348500000,8207000,352900000,0.002113,47.5,461400000,-48.51
2E-05,8,8,52,88,460,83,864,361,32,16,62.87,4.594E-09,5.807E-09,1.851E-05,50.13,326300000,6993000,328400000,0.001872,48.79,350500000,-49.89
1.1E-05,10,8,26,88,230,166,864,414,62,31,60.95,7.192E-09,8.54E-09,1.813E-05,50.09,173000000,3506000,174900000,0.000611,48.57,188200000,-50.03
1.4E-05,8,4,52,88,460,83,864,361,16,8,62.97,3.856E-09,5.298E-09,1.89E-05,50.09,466000000,9369000,470300000,0.00266,48.21,486200000,-49.1
8E-06,8,2,13,44,115,166,864,361,32,16,58.76,7.203E-09,1.009E-08,2.491E-05,50.08,226000000,5031000,228400000,0.0009095,46.92,312700000,-47.99
1.7E-05,8,8,13,88,230,166,864,355,62,31,58.48,7.22E-09,1.01E-08,2.487E-05,50,199500000,5074000,199500000,0.0009215,46.7,310600000,-47.95
8E-06,8,4,13,88,230,166,864,361,32,16,58.52,7.269E-09,1.012E-08,2.481E-05,49.99,200400000,4988000,200600000,0.0008956,46.73,309300000,-47.99
