ibias,mul_cap,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg1,nf_Mp_stg2,nf_Rz,nf_Mp3,nf_Mp4,CMRR_DC,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Slew Rate Value,PSRR_DC
5E-06,14,2,26,88,460,21,216,130,2,1,63.55,4.885E-09,7.434E-09,3.276E-05,87.1,331300000,6439000,334400000,0.002037,45.98,259000000,-46.21
1.7E-05,14,4,26,22,460,11,432,260,8,4,69.08,7.109E-09,9.131E-09,3.742E-05,87.1,132900000,2591000,134200000,0.002844,47.86,97690000,-47.78
1.7E-05,12,4,13,22,115,21,216,119,16,8,62.23,8.392E-09,1.116E-08,3.82E-05,87.09,153500000,2837000,154400000,0.0008093,47.87,122900000,-48.54
1.4E-05,14,2,13,22,230,21,432,260,8,4,60.09,6.896E-09,1.032E-08,4.003E-05,87.08,166200000,3527000,167800000,0.002488,46.58,152500000,-46.82
1.1E-05,14,2,13,22,230,21,432,260,8,4,61.57,7.491E-09,1.061E-08,3.914E-05,87.07,143100000,2901000,145000000,0.001982,47.2,126900000,-47.64
1.1E-05,14,2,13,44,460,21,432,260,4,2,57.92,5.966E-09,1.003E-08,4.24E-05,87.07,218000000,5257000,220900000,0.003954,44.75,217700000,-44.7
1.4E-05,14,4,26,44,230,21,216,130,8,4,63.63,5.825E-09,7.983E-09,3.2E-05,87.03,238400000,4377000,240600000,0.001335,47.49,185600000,-47.97
2E-05,10,8,13,22,230,11,216,106,16,8,64.6,1.019E-08,1.269E-08,4.411E-05,87.03,113000000,2137000,114500000,0.000876,48.27,86100000,-48.74
5E-06,14,4,26,88,460,21,216,130,4,2,62.12,6.626E-09,8.535E-09,3.163E-05,87.01,190000000,3397000,191700000,0.001002,47.86,149300000,-48.78
2E-05,12,4,13,22,115,21,216,119,16,8,61.92,7.887E-09,1.085E-08,3.866E-05,87,171400000,3231000,173600000,0.0009447,47.54,140100000,-48.1
2E-05,12,8,13,22,460,11,432,237,16,8,64.64,1.021E-08,1.269E-08,4.411E-05,87,84380000,1627000,85300000,0.001665,48.27,64900000,-48.73
5E-06,14,2,13,44,460,21,432,260,4,2,61.2,7.645E-09,1.069E-08,3.895E-05,86.95,136900000,2794000,138700000,0.001887,47.07,124100000,-47.76
2E-05,10,8,13,44,460,11,216,106,8,4,64.82,7.653E-09,1.096E-08,4.558E-05,86.91,184700000,4025000,186900000,0.001731,46.28,159000000,-46.32
1.1E-05,10,8,13,44,460,11,216,106,8,4,63.27,9.678E-09,1.23E-08,4.43E-05,86.9,122500000,2412000,123100000,0.0009796,47.75,99630000,-48.35
1.4E-05,10,8,13,44,460,11,216,106,8,4,63.72,8.777E-09,1.166E-08,4.473E-05,86.88,145200000,2968000,147000000,0.001232,47.23,120700000,-47.62
1.7E-05,10,8,13,44,460,11,216,106,8,4,64.21,8.135E-09,1.125E-08,4.516E-05,86.88,165800000,3513000,167300000,0.001482,46.74,140300000,-46.95
2E-05,8,8,13,22,460,6,216,91,8,4,74.83,9.877E-09,1.276E-08,5.191E-05,86.88,130300000,2738000,131200000,0.001664,47.18,99140000,-46.57
5E-06,12,4,13,88,460,21,216,119,4,2,60.22,7.708E-09,1.074E-08,3.886E-05,86.86,176900000,3492000,179400000,0.001,46.86,156900000,-47.77
1.7E-05,14,4,26,44,230,21,216,130,8,4,63.83,5.382E-09,7.708E-09,3.229E-05,86.85,273100000,5159000,276800000,0.001605,47,216300000,-47.31
8E-06,14,2,26,88,460,21,216,130,2,1,66.36,4.169E-09,7.14E-09,3.39E-05,86.81,450600000,9718000,456600000,0.003163,44.22,339200000,-43.81
8E-06,12,4,13,88,460,21,216,119,4,2,60.05,6.57E-09,1.019E-08,4.065E-05,86.77,238500000,5113000,240700000,0.001559,45.62,218500000,-46.15
1.4E-05,14,4,13,22,230,21,432,260,16,8,62.49,9.078E-09,1.162E-08,3.771E-05,86.59,101300000,1920000,101600000,0.001237,48.22,83210000,-49
1.7E-05,14,4,13,22,230,21,432,260,16,8,62.29,8.405E-09,1.116E-08,3.819E-05,86.56,115700000,2256000,117100000,0.001487,47.87,97540000,-48.52
2E-05,14,4,13,22,230,21,432,260,16,8,61.99,7.898E-09,1.085E-08,3.866E-05,86.56,129000000,2567000,129700000,0.001736,47.53,111400000,-48.08
2E-05,14,4,13,44,460,21,432,260,8,4,59.35,6.208E-09,1.007E-08,4.16E-05,86.56,199800000,4698000,199900000,0.003451,45.28,196400000,-45.41
1.4E-05,10,2,26,22,230,11,216,106,4,2,74.64,5.626E-09,8.111E-09,3.77E-05,86.54,311600000,6318000,312500000,0.00249,46.23,233700000,-45.46
2E-05,14,8,26,44,230,21,216,130,16,8,63.26,6.84E-09,8.694E-09,3.155E-05,86.53,178200000,3156000,180600000,0.0009447,48.28,134000000,-49.05
8E-06,14,2,26,22,230,11,216,130,4,2,68.96,7.119E-09,9.144E-09,3.742E-05,86.52,148000000,2867000,149600000,0.00147,47.88,108700000,-47.81
8E-06,14,4,26,88,460,21,216,130,4,2,62.78,5.446E-09,7.746E-09,3.223E-05,86.51,265800000,5050000,268600000,0.001562,46.8,215400000,-47.33
1.4E-05,10,2,13,22,460,11,432,211,4,2,65.51,6.688E-09,1.047E-08,4.686E-05,86.51,205300000,4820000,206600000,0.004771,45.21,180000000,-44.5
1.7E-05,14,4,13,44,460,21,432,260,8,4,60.26,6.514E-09,1.016E-08,4.08E-05,86.48,182000000,4108000,184300000,0.002958,45.81,175000000,-46.11
1.4E-05,12,2,26,22,460,11,432,237,4,2,74.75,5.633E-09,8.111E-09,3.77E-05,86.44,220700000,4760000,223700000,0.004774,46.23,172400000,-45.45
1.4E-05,14,4,13,44,460,21,432,260,8,4,60.84,6.935E-09,1.033E-08,3.996E-05,86.44,162000000,3519000,162800000,0.00246,46.38,152000000,-46.84
8E-06,14,4,13,44,460,21,432,260,8,4,61.36,8.504E-09,1.122E-08,3.812E-05,86.42,112700000,2234000,114200000,0.001448,47.66,98450000,-48.54
1.7E-05,10,4,13,22,460,6,216,106,4,2,66.13,7.878E-09,1.14E-08,5.256E-05,86.4,157500000,3803000,157700000,0.002841,45.28,122400000,-43.77
1.1E-05,10,2,26,22,230,11,216,106,4,2,71.68,6.21E-09,8.495E-09,3.754E-05,86.39,261900000,5083000,264300000,0.001983,47.03,196000000,-46.59
2E-05,12,8,13,44,230,21,216,119,16,8,61.24,7.915E-09,1.086E-08,3.864E-05,86.39,167500000,3266000,169300000,0.000943,47.29,142200000,-48.06
5E-06,10,2,13,22,460,11,432,211,4,2,64.8,9.808E-09,1.238E-08,4.426E-05,86.31,106100000,2028000,107200000,0.001813,48.07,84080000,-48.46
1.1E-05,12,2,13,22,230,11,216,119,4,2,66.07,7.241E-09,1.073E-08,4.604E-05,86.31,174000000,3874000,176300000,0.001981,46.08,147900000,-45.71
1.7E-05,14,4,26,88,460,21,216,130,4,2,66.42,4.162E-09,7.137E-09,3.392E-05,86.3,439600000,9785000,445600000,0.00319,44.2,343000000,-43.77
8E-06,8,2,26,22,460,6,216,91,2,1,62.69,6.933E-09,9.313E-09,4.373E-05,86.26,233900000,5029000,236500000,0.002818,46.06,160800000,-44.33
8E-06,14,2,13,22,115,21,216,130,8,4,62.24,8.42E-09,1.118E-08,3.818E-05,86.26,129400000,2451000,130200000,0.0007947,47.88,105500000,-48.56
1.1E-05,10,4,13,22,460,6,216,106,4,2,75.79,9.338E-09,1.237E-08,5.203E-05,86.26,118000000,2541000,119200000,0.001881,46.79,90200000,-46.01
2E-05,14,2,13,22,460,21,864,520,8,4,54.81,6.209E-09,1.008E-08,4.167E-05,86.25,168900000,3876000,170800000,0.006686,45.47,162000000,-45.31
1.1E-05,12,2,26,22,460,11,432,237,4,2,71.8,6.221E-09,8.495E-09,3.754E-05,86.23,188000000,3837000,189800000,0.003803,47.02,144800000,-46.58
8E-06,10,2,13,22,460,11,432,211,4,2,65.69,8.141E-09,1.124E-08,4.517E-05,86.2,145500000,3007000,147300000,0.002817,47.01,121500000,-46.99
1.1E-05,14,8,26,88,460,21,216,130,8,4,62.16,6.488E-09,8.436E-09,3.168E-05,86.2,193600000,3570000,194700000,0.001056,47.76,155500000,-48.64
8E-06,12,2,13,44,460,11,216,119,2,1,69.11,6.335E-09,1.034E-08,4.753E-05,86.17,220400000,5606000,223400000,0.002931,44.23,195300000,-43.46
1.7E-05,12,8,13,88,460,21,216,119,8,4,60.03,6.534E-09,1.017E-08,4.074E-05,86.17,237600000,5236000,239900000,0.001595,45.57,221700000,-46.07
1.4E-05,14,4,26,88,460,21,216,130,4,2,64.89,4.43E-09,7.229E-09,3.339E-05,86.14,386000000,8242000,388300000,0.002654,45,313700000,-44.89
1.1E-05,12,8,13,88,460,21,216,119,8,4,60.22,7.572E-09,1.066E-08,3.902E-05,86.13,180100000,3662000,182500000,0.001054,46.74,163100000,-47.62
1.7E-05,10,8,13,22,460,6,216,106,8,4,72.66,1.057E-08,1.328E-08,5.18E-05,86.12,95100000,1951000,95910000,0.001425,47.59,71020000,-47.18
1.7E-05,14,2,13,22,460,21,864,520,8,4,57.85,6.507E-09,1.016E-08,4.088E-05,86.11,154700000,3428000,155400000,0.005733,46.01,145600000,-46.05
5E-06,12,2,13,44,460,11,216,119,2,1,65.29,7.379E-09,1.08E-08,4.587E-05,86.1,166300000,3718000,167900000,0.001887,45.97,144600000,-45.89
5E-06,14,2,13,44,230,21,216,130,4,2,61.17,7.629E-09,1.069E-08,3.896E-05,86.09,153200000,3080000,154200000,0.001019,47.07,133300000,-47.77
5E-06,14,4,13,44,230,21,216,130,8,4,61.41,1.025E-08,1.25E-08,3.708E-05,86.08,90340000,1668000,91530000,0.0005029,48.44,73000000,-49.61
5E-06,10,2,26,44,460,11,216,106,2,1,69.09,6.352E-09,8.594E-09,3.752E-05,86.06,249500000,4863000,249800000,0.001889,46.9,191300000,-46.76
5E-06,14,2,13,22,460,21,864,520,8,4,62.63,1.022E-08,1.243E-08,3.713E-05,86.06,70650000,1299000,71600000,0.001814,48.66,56370000,-49.58
2E-05,14,8,13,44,460,21,432,260,16,8,61.27,7.926E-09,1.086E-08,3.863E-05,86.05,126400000,2590000,126500000,0.001732,47.29,112900000,-48.06
5E-06,8,2,13,22,230,11,216,91,4,2,64.76,9.783E-09,1.238E-08,4.426E-05,86.03,152200000,2810000,153300000,0.0009451,48.08,118000000,-48.47
1.4E-05,14,8,13,44,460,21,432,260,16,8,61.41,9.114E-09,1.164E-08,3.769E-05,86.03,99100000,1934000,99280000,0.001233,47.98,84520000,-48.98
1.7E-05,14,8,13,44,460,21,432,260,16,8,61.35,8.437E-09,1.118E-08,3.817E-05,86.03,113300000,2274000,114800000,0.001483,47.62,98840000,-48.5
1.4E-05,14,2,13,22,460,21,864,520,8,4,60.13,6.92E-09,1.032E-08,4.003E-05,86.02,138300000,2943000,140200000,0.004772,46.58,126300000,-46.81
1.4E-05,12,4,13,22,230,11,216,119,8,4,65.25,8.744E-09,1.164E-08,4.475E-05,86.01,123900000,2503000,124300000,0.001236,47.49,99590000,-47.65
1.4E-05,14,8,26,88,460,21,216,130,8,4,62.46,5.856E-09,8.004E-09,3.198E-05,86.01,230400000,4390000,233300000,0.001329,47.24,187800000,-47.92
2E-05,10,4,13,22,460,11,432,211,8,4,66,7.638E-09,1.094E-08,4.56E-05,86,161300000,3500000,161900000,0.003317,46.54,137200000,-46.34
5E-06,12,2,13,22,230,21,432,237,8,4,62.6,1.018E-08,1.242E-08,3.713E-05,85.99,95770000,1742000,96510000,0.0009453,48.66,77020000,-49.59
1.1E-05,10,4,13,22,460,11,432,211,8,4,64.86,9.657E-09,1.227E-08,4.431E-05,85.98,108100000,2109000,109500000,0.001881,48.01,85630000,-48.37
1.1E-05,14,2,13,22,460,21,864,520,8,4,61.57,7.522E-09,1.061E-08,3.914E-05,85.97,119400000,2428000,120500000,0.003801,47.2,105500000,-47.63
1.7E-05,10,4,13,22,460,11,432,211,8,4,65.7,8.118E-09,1.123E-08,4.518E-05,85.96,145200000,3041000,147000000,0.002843,47,120800000,-46.97
1.7E-05,12,4,26,22,460,11,432,237,8,4,69.08,7.108E-09,9.131E-09,3.742E-05,85.96,150700000,2940000,152000000,0.002844,47.86,112100000,-47.78
2E-05,12,4,26,22,460,11,432,237,8,4,70.33,6.621E-09,8.777E-09,3.748E-05,85.95,168900000,3394000,170800000,0.003319,47.44,127800000,-47.18
1.4E-05,12,2,13,44,460,21,432,237,4,2,53.65,5.632E-09,1.002E-08,4.385E-05,85.93,280100000,7206000,284000000,0.00496,43.78,289700000,-43.36
8E-06,10,2,26,44,460,11,216,106,2,1,74.96,5.256E-09,7.886E-09,3.785E-05,85.92,345700000,7460000,350300000,0.002934,45.3,265200000,-44.44
1.7E-05,14,8,26,88,460,21,216,130,8,4,62.81,5.409E-09,7.723E-09,3.227E-05,85.86,264200000,5176000,266800000,0.001599,46.75,218700000,-47.26
2E-05,12,2,13,22,230,21,432,237,8,4,54.78,6.193E-09,1.008E-08,4.167E-05,85.85,232200000,5303000,234900000,0.003485,45.48,228700000,-45.32
2E-05,14,4,13,22,460,21,864,520,16,8,62.02,7.928E-09,1.085E-08,3.866E-05,85.85,108200000,2170000,109600000,0.003318,47.53,92760000,-48.07
1.7E-05,8,4,26,22,460,6,216,91,4,2,62.57,6.918E-09,9.299E-09,4.373E-05,85.83,232600000,5115000,235300000,0.002843,46.04,160100000,-44.29
1.7E-05,14,4,13,22,460,21,864,520,16,8,62.32,8.441E-09,1.116E-08,3.819E-05,85.83,97260000,1902000,97760000,0.002843,47.87,81740000,-48.51
1.4E-05,14,4,13,22,460,21,864,520,16,8,62.52,9.121E-09,1.162E-08,3.771E-05,85.82,85290000,1625000,86300000,0.002365,48.22,69810000,-48.99
1.7E-05,10,4,26,22,230,11,216,106,8,4,69,7.097E-09,9.131E-09,3.742E-05,85.79,206000000,3868000,207500000,0.001488,47.86,151700000,-47.79
1.1E-05,14,4,13,22,115,21,216,130,16,8,62.53,1E-08,1.231E-08,3.72E-05,85.77,94660000,1725000,95540000,0.0005352,48.61,72630000,-49.54
1.7E-05,12,4,13,44,460,11,216,119,4,2,69.18,6.326E-09,1.033E-08,4.755E-05,85.77,219800000,5677000,222700000,0.002956,44.2,195200000,-43.43
1.4E-05,8,2,13,22,230,11,216,91,4,2,65.42,6.682E-09,1.047E-08,4.686E-05,85.76,301600000,6749000,304100000,0.002487,45.21,259100000,-44.51
2E-05,10,8,13,22,460,11,432,211,16,8,64.64,1.021E-08,1.269E-08,4.411E-05,85.76,97490000,1885000,97960000,0.001665,48.27,75920000,-48.73
2E-05,14,8,26,88,460,21,216,130,8,4,63.22,5.075E-09,7.533E-09,3.256E-05,85.76,295300000,5970000,298600000,0.001867,46.29,246700000,-46.64
8E-06,14,2,26,22,230,21,432,260,8,4,64.42,7.364E-09,9.076E-09,3.141E-05,85.75,140000000,2471000,141900000,0.00147,48.82,106100000,-49.48
5E-06,10,2,13,22,115,21,216,106,8,4,62.54,1.016E-08,1.242E-08,3.713E-05,85.72,135400000,2260000,137100000,0.0005111,48.66,100300000,-49.61
2E-05,10,4,26,22,230,11,216,106,8,4,70.23,6.611E-09,8.777E-09,3.748E-05,85.7,231800000,4490000,234600000,0.001737,47.45,173600000,-47.2
1.7E-05,12,2,13,22,230,21,432,237,8,4,57.82,6.488E-09,1.016E-08,4.088E-05,85.68,212000000,4664000,214400000,0.002989,46.01,204300000,-46.06
1.4E-05,14,4,13,22,460,11,432,260,8,4,65.31,8.759E-09,1.164E-08,4.475E-05,85.62,96740000,1971000,97320000,0.002364,47.48,77430000,-47.64
8E-06,8,2,13,22,230,11,216,91,4,2,65.63,8.125E-09,1.124E-08,4.517E-05,85.61,210200000,4168000,212400000,0.001469,47.02,172600000,-47
1.1E-05,12,2,13,22,230,21,432,237,8,4,61.57,7.491E-09,1.061E-08,3.914E-05,85.61,162900000,3280000,163900000,0.001982,47.2,146400000,-47.64
1.4E-05,12,2,13,22,230,21,432,237,8,4,60.09,6.895E-09,1.032E-08,4.003E-05,85.61,189200000,3972000,190900000,0.002488,46.58,177000000,-46.82
2E-05,14,2,13,22,115,21,216,130,8,4,54.74,6.188E-09,1.008E-08,4.167E-05,85.59,227800000,5190000,230800000,0.001885,45.48,211100000,-45.33
8E-06,14,2,13,44,230,21,216,130,4,2,60.25,6.521E-09,1.017E-08,4.078E-05,85.57,204300000,4534000,205500000,0.001583,45.83,188400000,-46.14
1.1E-05,12,2,13,44,460,21,432,237,4,2,57.92,5.965E-09,1.003E-08,4.24E-05,85.54,247700000,5943000,248400000,0.003954,44.75,252300000,-44.7
1.1E-05,14,2,13,22,460,11,432,260,4,2,66.15,7.253E-09,1.073E-08,4.604E-05,85.54,134700000,3025000,136200000,0.003801,46.07,115100000,-45.7
2E-05,14,2,26,22,230,21,432,260,8,4,62.21,5.032E-09,7.509E-09,3.261E-05,85.47,262600000,5366000,265000000,0.003491,46.73,226200000,-46.64
5E-06,12,2,13,44,460,21,432,237,4,2,61.2,7.645E-09,1.069E-08,3.895E-05,85.45,155800000,3145000,156300000,0.001887,47.07,143100000,-47.76
1.4E-05,14,4,13,22,115,21,216,130,16,8,62.43,9.063E-09,1.162E-08,3.771E-05,85.43,112200000,2102000,113700000,0.0006729,48.23,89170000,-49.02
5E-06,14,2,26,44,460,21,432,260,4,2,63.38,6.564E-09,8.48E-09,3.166E-05,85.42,167600000,3102000,169400000,0.001889,48.08,135700000,-48.78
1.4E-05,14,2,26,22,230,21,432,260,8,4,64.19,5.792E-09,7.958E-09,3.202E-05,85.4,207300000,3948000,209000000,0.002491,47.7,170100000,-47.96
1.7E-05,14,2,26,22,230,21,432,260,8,4,63.49,5.356E-09,7.69E-09,3.232E-05,85.37,236100000,4674000,238500000,0.002993,47.21,199600000,-47.28
1.4E-05,14,2,26,44,460,21,432,260,4,2,63.31,4.405E-09,7.219E-09,3.344E-05,85.35,328400000,7427000,331100000,0.00497,45.2,301700000,-44.86
1.7E-05,10,4,26,44,460,11,216,106,4,2,74.83,5.245E-09,7.878E-09,3.785E-05,85.34,341300000,7541000,345600000,0.00296,45.28,264000000,-44.41
1.1E-05,10,4,26,44,460,11,216,106,4,2,69.5,6.258E-09,8.528E-09,3.754E-05,85.25,251600000,5044000,251800000,0.001959,46.8,196200000,-46.61
5E-06,14,2,13,88,460,21,216,130,2,1,59.68,6.051E-09,1.004E-08,4.207E-05,85.23,234600000,5650000,237200000,0.002031,44.68,224300000,-44.91
2E-05,12,2,13,22,460,21,864,473,8,4,54.81,6.207E-09,1.008E-08,4.167E-05,85.22,187700000,4317000,189500000,0.006686,45.47,182500000,-45.31
1.4E-05,12,4,13,22,230,21,432,237,16,8,62.49,9.081E-09,1.162E-08,3.771E-05,85.18,115200000,2185000,116700000,0.001237,48.22,95630000,-49
1.4E-05,10,4,26,44,460,11,216,106,4,2,73.57,5.664E-09,8.135E-09,3.769E-05,85.16,297900000,6278000,300800000,0.002462,46.02,234500000,-45.49
1.7E-05,12,4,13,22,230,21,432,237,16,8,62.29,8.407E-09,1.116E-08,3.819E-05,85.14,131600000,2548000,132800000,0.001487,47.87,113000000,-48.52
2E-05,14,8,26,44,460,11,216,130,8,4,68.09,6.636E-09,8.792E-09,3.748E-05,85.14,162200000,3371000,163100000,0.001733,47.19,125100000,-47.16
8E-06,14,2,26,44,460,21,432,260,4,2,63.87,5.404E-09,7.715E-09,3.228E-05,85.13,230700000,4616000,233600000,0.002935,47.02,199300000,-47.32
1.1E-05,14,8,13,44,230,21,216,130,16,8,61.41,1.005E-08,1.234E-08,3.718E-05,85.13,92630000,1741000,93700000,0.0005335,48.37,74720000,-49.51
1.1E-05,8,4,13,22,230,11,216,91,8,4,64.82,9.643E-09,1.227E-08,4.432E-05,85.12,153700000,2906000,154600000,0.0009836,48.01,121300000,-48.38
2E-05,12,4,13,22,230,21,432,237,16,8,61.99,7.899E-09,1.085E-08,3.866E-05,85.12,146700000,2922000,148400000,0.001736,47.53,128600000,-48.08
1.1E-05,14,2,26,44,460,21,432,260,4,2,64.01,4.789E-09,7.384E-09,3.288E-05,85.09,283000000,6035000,286800000,0.003959,46.07,254400000,-46.05
1.7E-05,14,4,26,22,230,21,432,260,16,8,64.21,7.337E-09,9.061E-09,3.141E-05,85.09,139200000,2484000,141100000,0.001489,48.81,105300000,-49.47
1.1E-05,14,4,13,44,230,21,216,130,8,4,61.14,7.533E-09,1.064E-08,3.907E-05,85.08,154700000,3176000,155500000,0.00106,46.99,136700000,-47.66
1.7E-05,12,2,13,22,460,21,864,473,8,4,57.85,6.505E-09,1.016E-08,4.088E-05,85.08,172000000,3803000,174200000,0.005733,46.01,163600000,-46.05
5E-06,12,2,13,22,460,21,864,473,8,4,62.63,1.023E-08,1.243E-08,3.713E-05,85.06,78780000,1452000,78910000,0.001814,48.66,63490000,-49.58
5E-06,12,2,26,44,230,21,216,119,4,2,63.34,6.547E-09,8.479E-09,3.166E-05,85.06,235900000,3925000,238300000,0.001021,48.08,172600000,-48.79
2E-05,12,4,13,44,460,21,432,237,8,4,59.35,6.207E-09,1.007E-08,4.16E-05,85.04,226900000,5309000,229900000,0.003451,45.28,228200000,-45.41
5E-06,14,2,13,44,115,42,216,130,8,4,60.65,7.924E-09,1.068E-08,3.264E-05,85.02,183900000,3005000,186000000,0.0005849,47.57,131900000,-48.53
2E-05,14,4,26,22,230,21,432,260,16,8,64.47,6.826E-09,8.678E-09,3.156E-05,85,156600000,2864000,156900000,0.001737,48.52,120800000,-49.07
1.4E-05,12,2,13,22,460,21,864,473,8,4,60.13,6.917E-09,1.032E-08,4.003E-05,84.98,153900000,3265000,154700000,0.004772,46.58,142500000,-46.81
1.7E-05,12,4,13,44,460,21,432,237,8,4,60.26,6.514E-09,1.016E-08,4.08E-05,84.96,206800000,4658000,208300000,0.002958,45.81,203200000,-46.11
8E-06,12,4,13,44,460,21,432,237,8,4,61.36,8.504E-09,1.122E-08,3.812E-05,84.95,128100000,2517000,128700000,0.001448,47.66,113600000,-48.54
2E-05,14,8,13,22,115,21,216,130,32,16,62.56,1.057E-08,1.276E-08,3.694E-05,84.95,85090000,1536000,86100000,0.0004824,48.8,62790000,-49.8
1.1E-05,12,2,13,22,460,21,864,473,8,4,61.57,7.519E-09,1.061E-08,3.914E-05,84.93,133000000,2707000,134300000,0.003801,47.2,119200000,-47.63
1.4E-05,12,4,13,44,460,21,432,237,8,4,60.84,6.934E-09,1.033E-08,3.996E-05,84.93,184000000,3961000,186200000,0.00246,46.38,175800000,-46.84
1.7E-05,10,8,26,44,460,11,216,106,8,4,66.9,7.121E-09,9.148E-09,3.742E-05,84.92,200600000,3894000,200900000,0.001484,47.6,154200000,-47.76
8E-06,6,2,13,22,460,6,216,73,2,1,66.28,7.89E-09,1.141E-08,5.256E-05,84.89,246900000,5666000,247700000,0.002816,45.31,194000000,-43.8
1.7E-05,8,4,13,22,230,11,216,91,8,4,65.64,8.107E-09,1.123E-08,4.518E-05,84.87,207800000,4210000,209600000,0.001487,47,173200000,-46.98
1.4E-05,14,8,13,44,230,21,216,130,16,8,61.39,9.102E-09,1.164E-08,3.769E-05,84.86,109900000,2123000,111300000,0.0006712,47.98,91240000,-48.98
2E-05,8,4,13,22,230,11,216,91,8,4,65.93,7.628E-09,1.094E-08,4.561E-05,84.83,231500000,4839000,234300000,0.001735,46.54,196100000,-46.35
2E-05,12,4,13,22,460,21,864,473,16,8,62.02,7.926E-09,1.085E-08,3.866E-05,84.81,120500000,2413000,121400000,0.003318,47.53,104900000,-48.07
5E-06,8,4,13,44,460,11,216,91,4,2,63.2,9.876E-09,1.245E-08,4.422E-05,84.8,145700000,2780000,147500000,0.000929,47.85,120200000,-48.49
1.4E-05,12,4,13,22,460,21,864,473,16,8,62.52,9.119E-09,1.162E-08,3.771E-05,84.8,95020000,1818000,95840000,0.002365,48.22,78600000,-48.99
1.7E-05,12,4,13,22,460,21,864,473,16,8,62.32,8.439E-09,1.116E-08,3.819E-05,84.8,108300000,2122000,109700000,0.002843,47.87,92230000,-48.51
8E-06,14,2,13,88,230,42,216,130,4,2,54.68,5.556E-09,9.886E-09,3.85E-05,84.79,363200000,7700000,367600000,0.001805,44.2,302200000,-44.46
8E-06,12,2,26,22,230,11,216,119,4,2,68.96,7.118E-09,9.144E-09,3.742E-05,84.78,170200000,3276000,172300000,0.00147,47.88,126400000,-47.81
1.1E-05,14,4,26,44,460,21,432,260,8,4,63.42,6.461E-09,8.409E-09,3.169E-05,84.76,170200000,3214000,172300000,0.00196,48.01,139000000,-48.68
5E-06,8,2,13,22,460,6,216,91,2,1,75.76,9.474E-09,1.247E-08,5.2E-05,84.71,139800000,2951000,141700000,0.001813,46.89,108300000,-46.16
5E-06,14,2,13,22,115,42,432,260,16,8,62.26,1.061E-08,1.258E-08,3.073E-05,84.66,88440000,1530000,89660000,0.0005113,48.86,70960000,-49.96
8E-06,14,2,26,22,460,21,864,520,8,4,64.46,7.398E-09,9.078E-09,3.141E-05,84.66,116400000,2088000,117700000,0.002819,48.82,88640000,-49.47
1.7E-05,14,8,13,44,230,21,216,130,16,8,61.32,8.426E-09,1.118E-08,3.817E-05,84.66,125600000,2485000,125700000,0.0008076,47.63,107000000,-48.51
1.4E-05,10,2,26,22,460,11,432,211,4,2,74.75,5.631E-09,8.111E-09,3.77E-05,84.65,254700000,5476000,255600000,0.004774,46.23,202600000,-45.45
1.4E-05,14,4,26,44,460,21,432,260,8,4,63.67,5.833E-09,7.983E-09,3.2E-05,84.65,201300000,3938000,201800000,0.002463,47.49,169500000,-47.96
8E-06,14,4,13,44,115,42,216,130,16,8,60.94,8.83E-09,1.127E-08,3.18E-05,84.61,143900000,2400000,145700000,0.0004522,48.03,109300000,-49.15
1.4E-05,12,8,13,44,460,21,432,237,16,8,61.41,9.117E-09,1.164E-08,3.769E-05,84.59,112600000,2201000,114100000,0.001233,47.98,97400000,-48.98
1.7E-05,14,4,26,44,460,21,432,260,8,4,63.88,5.389E-09,7.708E-09,3.229E-05,84.59,229500000,4663000,232400000,0.002961,47,197900000,-47.3
1.4E-05,10,2,13,44,230,21,216,106,4,2,53.62,5.628E-09,1.002E-08,4.385E-05,84.57,411000000,9543000,413700000,0.002677,43.78,369700000,-43.37
1.7E-05,12,8,13,44,460,21,432,237,16,8,61.35,8.439E-09,1.118E-08,3.817E-05,84.57,128700000,2569000,129400000,0.001483,47.62,114200000,-48.5
2E-05,14,2,26,22,460,21,864,520,8,4,62.26,5.045E-09,7.509E-09,3.261E-05,84.57,214700000,4453000,217300000,0.006692,46.73,186400000,-46.63
2E-05,12,8,13,44,460,21,432,237,16,8,61.27,7.927E-09,1.086E-08,3.863E-05,84.56,143500000,2943000,145400000,0.001732,47.29,129900000,-48.06
8E-06,14,2,13,44,115,42,216,130,8,4,59.44,6.742E-09,1.007E-08,3.441E-05,84.55,245100000,4349000,246200000,0.000909,46.61,186800000,-47.29
1.1E-05,14,2,26,22,460,21,864,520,8,4,64.51,6.436E-09,8.375E-09,3.172E-05,84.54,145300000,2716000,147100000,0.003803,48.23,116200000,-48.67
1.4E-05,12,4,13,22,460,11,432,237,8,4,65.31,8.76E-09,1.164E-08,4.475E-05,84.54,109500000,2243000,110900000,0.002364,47.48,88880000,-47.64
1.1E-05,14,2,13,44,115,42,216,130,8,4,57.08,6.138E-09,9.894E-09,3.597E-05,84.53,292800000,5570000,296100000,0.001226,45.78,236200000,-46.23
1.4E-05,14,4,13,88,460,21,216,130,4,2,58.45,5.646E-09,1.001E-08,4.372E-05,84.53,269100000,7139000,272300000,0.002646,43.59,265500000,-43.46
